장비분류(중분류),장비분류(소분류),장비명(영문),모델명,제작국가,제작사,도입일자,유휴불용,이용료(원/시간),기관명,기관유형
분리분석장비,액체크로마토그래피,Nutritional Analysis (9 nutrition facts),e2695,미국,Waters,2019-11-18,활용,267000,계명대학교 산학협력단,사립대학(4년제)
분리분석장비,액체크로마토그래피,Preservatives,2695,미국,Waters,2012-08-30,활용,47400,계명대학교 산학협력단,사립대학(4년제)
분광분석장비,자외/가시광분광광도계,미입력,Lambda365,미국,Perkin Elmer,2015-12-01,활용,102200,계명대학교 산학협력단,사립대학(4년제)
신호발생장비,영상음성신호발생기,3D Digital Signal Generator,K-8880+HDSM-200,대한민국,엠아이케이21,2013-06-27,활용,30000,구미전자정보기술원,지자체출연연구기관
하드웨어,저장장치,3D scanner,ATOS III,독일,Gom,2016-04-14,활용,158000,구미전자정보기술원,지자체출연연구기관
열유체장비,전기/소결로,Anti-reflective Coating and Doping system,TS81254,네덜란드,tempress,2013-02-22,활용,1600000,구미전자정보기술원,지자체출연연구기관
반도체장비,프로브스테이션,OLED Electro-Optics Measurement System,MST-12000C,대한민국,엠에스테크,2017-10-31,활용,56000,구미전자정보기술원,지자체출연연구기관
재료물성시험장비,만능시험기,Peel Off Test System,QM100T-1T,대한민국,큐머시스(qmesys),2013-12-06,활용,31000,구미전자정보기술원,지자체출연연구기관
분석장비,벡터네트워크분석기,RF Signal Generator,MG3700A,일본,Anritsu,2006-04-28,활용,18000,구미전자정보기술원,지자체출연연구기관
측정시험장비,무선시스템측정시험장비,RF Test System,TS-8955GW,독일,Rohde&Schwarz,2008-03-25,불용,24000,구미전자정보기술원,지자체출연연구기관
분리분석장비,가스크로마토그래피,Gas Chromatography Mass Spectrometer,Clarus 500,미국,Perkin Elmer,2006-03-02,활용,67000,구미전자정보기술원,지자체출연연구기관
질량분석장비,기체크로마토그래피질량분석기,Gas Chromatograph Mass,6890N/5975 inert GC/MSD,미국,Agilent Technologies,2007-02-07,활용,117000,구미전자정보기술원,지자체출연연구기관
재료물성시험장비,온습도시험기,High Accerated stress test system,EHS-411M,일본,Espec,2008-03-12,활용,10000,구미전자정보기술원,지자체출연연구기관
재료물성시험장비,환경모사시험기,Solar module hail tester,모델명 없음,대한민국,오토테크,2014-02-28,활용,34000,구미전자정보기술원,지자체출연연구기관
분리분석장비,액체크로마토그래피,Gel Permeation Chromatograph,2695,미국,Waters,2007-02-26,불용,65000,구미전자정보기술원,지자체출연연구기관
길이/위치/자세측정장비,위치/자세측정장비,Altitude Temperature machine,EAH-55-2-35-LAC-X,미국,Envirotronics,2015-06-26,활용,60000,구미전자정보기술원,지자체출연연구기관
현미경,주사전자현미경,HR-SEM,S-4800,일본,Hitachi,2008-08-05,활용,74000,구미전자정보기술원,지자체출연연구기관
카메라/영상처리장비,고속카메라,High Speed Camera,Phantom V9.1,미국,Vision Research,2008-06-01,불용,17000,구미전자정보기술원,지자체출연연구기관
재료물성시험장비,가속수명시험기,Continuous Defect Tester at High Temperature and Humidity,모델명 없음,대한민국,티엔이테크,2014-02-21,활용,43000,구미전자정보기술원,지자체출연연구기관
측정시험장비,다기능임피던스측정시험장비,High Resistance Meter,6517A/8009,미국,Keithley Instruments,2007-04-12,활용,24000,구미전자정보기술원,지자체출연연구기관
온도/열/습도/수분측정장비,투습도측정기,High-precision Water Vapor Tranmission Rate Tester,AQUATRAN 2,미국,Mocon,2017-11-30,활용,20000,구미전자정보기술원,지자체출연연구기관
현미경,공초점현미경,Confocal Laser Scanning Microscope,LSM 5 PASCAL MAT,독일,Carl Zeiss,2007-05-09,불용,25000,구미전자정보기술원,지자체출연연구기관
광파발생/측정장비,레이저발생장비,Optical Spectrum Analyzer,OPI-100M,대한민국,광전자정밀,2007-03-21,활용,34000,구미전자정보기술원,지자체출연연구기관
분광분석장비,광전자분광기,X-Ray Photoelectron Spectroscopy,K-Alpha,미국,Thermo Fisher Scientific,2008-04-08,활용,74000,구미전자정보기술원,지자체출연연구기관
현미경,광학현미경,Lens Curvature Microscope,ContourGT-K,독일,Bruker,2013-10-29,활용,54000,구미전자정보기술원,지자체출연연구기관
광파발생/측정장비,광특성측정장비,Optical Measurement System,GS-1290-NVIS-2,미국,Gammascientific,2014-06-20,유휴,100000,구미전자정보기술원,지자체출연연구기관
반도체장비,라미네이터장비,Optical Film Lamination System,LABA-1300,대한민국,(주)리소텍,2014-06-24,유휴,83000,구미전자정보기술원,지자체출연연구기관
전력발생/저장장비,교류전원공급장치,AC Power Supply,6813B,미국,Agilent Technologies,2007-04-03,활용,11000,구미전자정보기술원,지자체출연연구기관
반도체장비,전자빔증착기,E-beam evaporator,U-900,대한민국,유니벡,2012-01-10,활용,74000,구미전자정보기술원,지자체출연연구기관
반도체장비,열처리장치,Rapid Thermal Process System,RTA-150H SP1,대한민국,뉴영시스템,2013-02-15,활용,68000,구미전자정보기술원,지자체출연연구기관
분석장비,벡터네트워크분석기,Network Analyzer,ZVA40,독일,Rohde&Schwarz,2008-01-29,활용,15000,구미전자정보기술원,지자체출연연구기관
반도체장비,스퍼터,CVD,모델명 없음,대한민국,지브이텍,2014-05-30,활용,100000,구미전자정보기술원,지자체출연연구기관
측정시험장비,오실로스코프,Digital Oscilloscope,WaveRunner 6100A,미국,Teledyne LeCroy,2005-01-12,활용,22000,구미전자정보기술원,지자체출연연구기관
신호발생장비,영상음성신호발생기,Digital Broadcast Transmitter,SFU,독일,Rohde&Schwarz,2008-02-05,불용,30000,구미전자정보기술원,지자체출연연구기관
반도체장비,라미네이터장비,Laminator system,LA-100,대한민국,(주)엘디케이,2010-08-09,활용,67000,구미전자정보기술원,지자체출연연구기관
재료물성시험장비,가속수명시험기,Life time measurement,WT-2000PVN,헝가리,Semilab,2013-12-06,활용,83000,구미전자정보기술원,지자체출연연구기관
반도체장비,식각장비,Laser Etcher,MACH600,대한민국,엘티에스,2010-08-08,불용,69000,구미전자정보기술원,지자체출연연구기관
반도체장비,가공/리페어/절단장비,Laser edge isolation system,LEIX-200,대한민국,룩스이엔지,2012-12-13,활용,67000,구미전자정보기술원,지자체출연연구기관
분석장비,논리분석기,Logic Analyzer,TLA7012/TLA7NA3,미국,Tektronix,2008-03-11,활용,15000,구미전자정보기술원,지자체출연연구기관
반도체장비,달리 분류되지 않는 반도체장비,Micro-Display panel fabrication system,LCoS,대한민국,셀코스(Selcos),2015-07-29,활용,400000,구미전자정보기술원,지자체출연연구기관
재료물성시험장비,경도시험기,Micro Vickers Hardness Tester,HM-124+HAT-400,일본,Mitutoyo,2006-04-12,활용,26000,구미전자정보기술원,지자체출연연구기관
재료물성시험장비,만능피로시험기,High Load UTM,Insight 5,미국,Instron Corporation,2008-06-01,활용,25000,구미전자정보기술원,지자체출연연구기관
반도체장비,칩검사기,Module Test System,모델명 없음,대한민국,(주)제우스,2014-02-28,활용,640000,구미전자정보기술원,지자체출연연구기관
장비소프트웨어,연구/개발용학습소프트웨어,Wireless LAN Analyzer,AiroPeek NX,미국,Wildpackets,2006-03-02,불용,12000,구미전자정보기술원,지자체출연연구기관
길이/위치/자세측정장비,위치/자세측정장비,Film Thickness Measurement System,Alpha-Step IQ,미국,Kla-tencor,2004-02-27,활용,36000,구미전자정보기술원,지자체출연연구기관
반도체장비,리소그래픽장비,Film pattern alignment system,모델명 없음,대한민국,에스엔유프리시젼,2016-12-15,활용,300000,구미전자정보기술원,지자체출연연구기관
재료물성시험장비,환경모사시험기,Solar Module Pressure Distribution Tester,모델명 없음,대한민국,오토테크,2014-02-28,활용,35000,구미전자정보기술원,지자체출연연구기관
재료물성시험장비,염수분무시험기,Salt Mist Chamber,모델명 없음,대만,King Design,2013-11-20,활용,15000,구미전자정보기술원,지자체출연연구기관
재료물성시험장비,진동내구시험장비,UV Endurance Tester,모델명 없음,대한민국,㈜테스,2013-04-30,활용,31000,구미전자정보기술원,지자체출연연구기관
반도체장비,원자층증착장비,Implanter and ALD cluster system,모델명 없음,대한민국,에피코스,2014-01-29,활용,307000,구미전자정보기술원,지자체출연연구기관
현미경,공초점현미경,Surface analysis system,모델명 없음,대한민국,나노스코프시스템즈,2014-05-02,활용,43000,구미전자정보기술원,지자체출연연구기관
열유체장비,항온/항습기,Environmental Chamber,모델명 없음,대한민국,제이오이엔지,2012-12-06,활용,15000,구미전자정보기술원,지자체출연연구기관
분광분석장비,자외/가시광/적외선분광광도계,UV visible spectrometer,Cary 5000 UV-Vis-NIR,미국,Agilent Technologies,2014-03-05,활용,40000,구미전자정보기술원,지자체출연연구기관
측정시험장비,전지/충방전측정시험장비,Solar Cell Sorter,모델명 없음,대한민국,맥사이언스,2014-02-28,활용,300000,구미전자정보기술원,지자체출연연구기관
광파발생/측정장비,레이저발생장비,Solar simulator,94063A,미국,Newport,2012-12-17,활용,44000,구미전자정보기술원,지자체출연연구기관
현미경,투과전자현미경,Cs-Corrected FE-TEM,JEM-ARM200F,일본,Jeol,2013-05-27,활용,250000,구미전자정보기술원,지자체출연연구기관
반도체장비,프린팅장비,Screen Printer,LSP-6050VSL,대한민국,라인시스템,2010-08-08,활용,60000,구미전자정보기술원,지자체출연연구기관
분석장비,스펙트럼분석기,Spectrum Analyzer I,E4440A,미국,Agilent Technologies,2007-05-14,활용,26000,구미전자정보기술원,지자체출연연구기관
재료물성시험장비,환경모사시험기,Solar module wet leakage curren tester,모델명 없음,대한민국,그린테크,2014-02-28,활용,36000,구미전자정보기술원,지자체출연연구기관
반도체장비,라미네이터장비,Bonding system,SL-100,대한민국,(주)엘디케이,2010-08-08,활용,55000,구미전자정보기술원,지자체출연연구기관
질량분석장비,액체크로마토그래피질량분석기,LC-MS,6410,미국,Agilent Technologies,2008-05-02,활용,105000,구미전자정보기술원,지자체출연연구기관
분광분석장비,X-선형광분석기,X-Ray Fluorescence Spectrometer,ZSX-100E,일본,Rigaku,2005-03-23,활용,50000,구미전자정보기술원,지자체출연연구기관
분광분석장비,X-선회절분석기,X-Ray Diffratcion Spectrometer,D/MAX-2500/PC,일본,Rigaku,2006-05-08,활용,78000,구미전자정보기술원,지자체출연연구기관
온도/열/습도/수분측정장비,열분석기,ThermoMechanical Analyzer,TMA Q400,미국,Ta Instruments,2005-01-03,활용,33000,구미전자정보기술원,지자체출연연구기관
온도/열/습도/수분측정장비,열분석기,Thermal Conductivity Meter,LFA457 MicroflashTM,독일,Netzsch,2007-04-25,활용,85000,구미전자정보기술원,지자체출연연구기관
온도/열/습도/수분측정장비,열분석기,Simultaneous DSC-TGA,SDT Q600,미국,Ta Instruments,2005-01-03,불용,50000,구미전자정보기술원,지자체출연연구기관
온도/열/습도/수분측정장비,열분석기,Thermo Gravimetric Mass-Spectrometer,STA449C-QMS403C,독일,Netzsch,2007-06-21,활용,80000,구미전자정보기술원,지자체출연연구기관
온도/열/습도/수분측정장비,온도/습도/수분측정기,Thermal shock panel reliability system,PES-1506LH,대한민국,냉열,2017-10-30,활용,27000,구미전자정보기술원,지자체출연연구기관
재료물성시험장비,열충격시험기,Thermal Impact Test Machine,ES-206LH,일본,Hitachi,2006-03-07,활용,13000,구미전자정보기술원,지자체출연연구기관
광파발생/측정장비,레이저발생장비,Hot Spot Endurance Tester,모델명 없음,대한민국,티엔이테크,2013-12-20,활용,35000,구미전자정보기술원,지자체출연연구기관
현미경,디지털현미경,Image Analyzer System,DM4000 M,독일,Leica,2007-11-09,활용,10000,구미전자정보기술원,지자체출연연구기관
열유체장비,오븐,Autoclave,ISA-100-1006,대한민국,(주)엘디케이,2010-08-08,활용,40000,구미전자정보기술원,지자체출연연구기관
온도/열/습도/수분측정장비,온도/습도/수분측정기,Thermometer,2635A,미국,FLUKE,2006-02-16,활용,10000,구미전자정보기술원,지자체출연연구기관
반도체장비,프린팅장비,Solution process type micro pattern generator,모델명 없음,대한민국,(주)에스티아이,2016-12-19,활용,319000,구미전자정보기술원,지자체출연연구기관
온도/열/습도/수분측정장비,온도/습도/수분측정기,Walk-in panel reliability system,PER-185EXHH,대한민국,냉열,2017-10-30,활용,25000,구미전자정보기술원,지자체출연연구기관
측정시험장비,다기능임피던스측정시험장비,Auto sheet resistance measuring system,RS8-1G,대한민국,다솔이엔지,2014-05-09,활용,36000,구미전자정보기술원,지자체출연연구기관
재료물성시험장비,가속수명시험기,Organic Panel Lifetime test System,모델명 없음,대한민국,맥사이언스,2016-06-29,활용,58000,구미전자정보기술원,지자체출연연구기관
측정시험장비,광/LED/반도체/디스플레이측정시험장비,Organic electric Device lifetime test system,모델명 없음,대한민국,맥사이언스,2016-06-29,활용,55000,구미전자정보기술원,지자체출연연구기관
분광분석장비,유도결합플라즈마원자방출분광기,Inductively Coupled Plasma spectrometer,Optima 5300 DV,미국,Perkin Elmer,2006-03-17,활용,75000,구미전자정보기술원,지자체출연연구기관
분리분석장비,이온크로마토그래피,Ion Chromatograph,ICS-3000,미국,Thermo Fisher Scientific,2007-02-13,불용,75000,구미전자정보기술원,지자체출연연구기관
광파발생/측정장비,타원계,Ellipsometer,GES-5E,헝가리,Semilab,2014-04-04,활용,40000,구미전자정보기술원,지자체출연연구기관
입자분석장비,입도분석기,Particle Size Analyzer,Mastersizer 2000,영국,Malvern Instruments,2007-02-16,활용,30000,구미전자정보기술원,지자체출연연구기관
자기력발생/측정/응용장비,자기력측정장비,Magnetic Field Measurement System,480 Fluxmeter,미국,Lake Shore Cryotronics,2006-02-28,활용,10000,구미전자정보기술원,지자체출연연구기관
온도/열/습도/수분측정장비,열분석기,Low Temp. DSC,DSC Q2000,미국,Ta Instruments,2007-04-05,활용,41000,구미전자정보기술원,지자체출연연구기관
카메라/영상처리장비,열화상카메라,Thermo Tracer,TH9100PMV,일본,Nec Corporation,2007-05-01,불용,15000,구미전자정보기술원,지자체출연연구기관
현미경,주사전자현미경,Field Emission Scanning Electron Microscope,JSM-7000F,일본,Jeol,2005-03-15,활용,89000,구미전자정보기술원,지자체출연연구기관
반도체장비,스퍼터,Screen printer and firing furnace,모델명 없음,대한민국,(주)울텍,2013-12-17,활용,671000,구미전자정보기술원,지자체출연연구기관
측정시험장비,전압/전류/전력측정시험장비,I-V measurement system,4155C-semiconductor parameter analyzer외 부속품 1개,미국,Agilent Technologies,2006-12-27,활용,30000,구미전자정보기술원,지자체출연연구기관
측정시험장비,절연/누설/정전기측정시험장비,Insulation Tester,TOS9213AS,일본,Kikusui,2014-03-10,활용,6000,구미전자정보기술원,지자체출연연구기관
유체특성측정장비,점도계,Rheometer Analyzer,ARES,미국,Ta Instruments,2007-04-05,불용,40000,구미전자정보기술원,지자체출연연구기관
표면특성측정장비,표면장력/접촉각측정장비,Contact Angle Goniometer,DM 700,일본,Kyowa,2007-02-27,불용,21000,구미전자정보기술원,지자체출연연구기관
광파발생/측정장비,레이저발생장비,Solar junction box tester,모델명 없음,대한민국,티엔이테크,2013-12-27,활용,47000,구미전자정보기술원,지자체출연연구기관
현미경,주사탐침현미경,Scanning Probe Microscope,XE-100,대한민국,㈜파크시스템스,2007-03-13,불용,25000,구미전자정보기술원,지자체출연연구기관
재료물성시험장비,진동내구시험장비,Vibration Test System,SAI60-T2000-64,독일,Unholtz Dickie,2015-07-07,활용,100000,구미전자정보기술원,지자체출연연구기관
반도체장비,식각장비,Dual-Beam FIB/HRSEM,AURIGA,독일,Carl Zeiss,2013-05-27,활용,300000,구미전자정보기술원,지자체출연연구기관
재료물성시험장비,가속수명시험기,HALT,VTC-6,미국,Hanse Environmental,2007-07-04,불용,52000,구미전자정보기술원,지자체출연연구기관
반도체장비,세척장비,Substrate Cleaning System,APS-1350S,대한민국,피에스엠,2014-06-17,유휴,47000,구미전자정보기술원,지자체출연연구기관
반응/혼합/분쇄장비,시료절편기,Ultramicrotome,PT-PC PowerTome Ultramicrotomes,미국,RMC Boeckeler,2011-05-17,불용,50000,구미전자정보기술원,지자체출연연구기관
측정시험장비,전지/충방전측정시험장비,Module simulator,모델명 없음,일본,Denken,2013-11-14,활용,56000,구미전자정보기술원,지자체출연연구기관
측정시험장비,전지/충방전측정시험장비,Quantum Efficiency Measurement System,IQE-200,미국,Newport,2012-12-17,활용,47000,구미전자정보기술원,지자체출연연구기관
온도/열/습도/수분측정장비,투습도측정기,Water Vapor Permeability Testers System,PERMATRAN-W Model 3/33,미국,Mocon,2014-04-24,활용,50000,구미전자정보기술원,지자체출연연구기관
온도/열/습도/수분측정장비,투습도측정기,Water vapor transmission rate tester,PERMATRAN-W Model 3/33,미국,Mocon,2006-12-02,불용,50000,구미전자정보기술원,지자체출연연구기관
재료물성시험장비,특성평가시험기,TSP Linearity Tester,ST-100,대한민국,(주)엘디케이,2010-08-08,활용,10000,구미전자정보기술원,지자체출연연구기관
전기/전자장비,달리 분류되지 않는 전기/전자장비,Panel Interface Module,k-270,대한민국,엠아이케이21,2013-06-28,활용,30000,구미전자정보기술원,지자체출연연구기관
반도체장비,트랙장비,Testuring and PSG remove system,모델명 없음,대한민국,(주)울텍,2014-01-17,활용,350000,구미전자정보기술원,지자체출연연구기관
입자분석장비,비표면적측정장비,BET Surface area analyzer,BELSORP-max,일본,Bel Japan,2007-03-20,활용,86000,구미전자정보기술원,지자체출연연구기관
분광분석장비,푸리에변환적외선분광기,Fourier Transform Infrared Spectrometer,Vertex 70,독일,Bruker,2006-03-21,활용,33000,구미전자정보기술원,지자체출연연구기관
열유체장비,항온/항습기,Hot-Cold & Humidity Chamber,C600-70,독일,Weiss Technik,2007-04-04,활용,7000,구미전자정보기술원,지자체출연연구기관
측정시험장비,광/LED/반도체/디스플레이측정시험장비,Hall effect measurement system,HMS-3000,대한민국,에코피아,2007-09-18,활용,21000,구미전자정보기술원,지자체출연연구기관
측정시험장비,다기능임피던스측정시험장비,Impedance Analyzer,4294A,미국,Agilent Technologies,2005-01-30,활용,24000,구미전자정보기술원,지자체출연연구기관
분광분석장비,X-선형광분석기,ED-XRF,SEA 1200 VX,일본,Seiko Instruments,2008-01-15,활용,15000,구미전자정보기술원,지자체출연연구기관
광파발생/측정장비,색도계/색차계/탁도계,SpectroPhotometer,CM-3700d,일본,Konica Minolta,2007-01-17,활용,36000,구미전자정보기술원,지자체출연연구기관
재료물성시험장비,진동내구시험장비,combined environmental vibration test system,850-440,영국,LDS,2008-02-11,활용,364000,구미전자정보기술원,지자체출연연구기관
장비소프트웨어,설계/생산소프트웨어,EMC TEST SYSTEM,모델명 없음,독일,Rohde&Schwarz,2014-04-25,활용,250000,구미전자정보기술원,지자체출연연구기관
반도체장비,리소그래픽장비,Photolithography mask aligner,MDA-60MS,대한민국,마이다스시스템(주),2014-05-21,활용,50000,구미전자정보기술원,지자체출연연구기관
반도체장비,유기금속화학증착장비,Thermal Evaporator System,KVE-T4000,대한민국,코리아바큠테크㈜,2016-02-19,활용,50000,구미전자정보기술원,지자체출연연구기관
현미경,주사전자현미경,Field Emission-Scanning Electron Microscope,JSM-7610F,일본,Jeol,2016-06-23,활용,55000,구미전자정보기술원,지자체출연연구기관
반도체장비,원자층증착장비,Metal Atomic Layer Deposition,SPACE-S,대한민국,(주)울텍,2017-04-10,활용,95000,구미전자정보기술원,지자체출연연구기관
반도체장비,열처리장치,Rapid Thermal Process Equipment,VULCAN-R81RD,대한민국,리드엔지니어링,2016-12-22,활용,25000,구미전자정보기술원,지자체출연연구기관
재료물성시험장비,열충격시험기,Thermal Shock Chamber,TS-120,독일,Weiss Technik,2016-10-11,활용,18000,구미전자정보기술원,지자체출연연구기관
현미경,주사탐침현미경,AFM,AFM5300E/AFM5000Ⅱ,일본,Hitachi,2016-03-04,활용,40000,구미전자정보기술원,지자체출연연구기관
재료물성시험장비,온습도시험기,RTCC,ARSF-0800-15,일본,Espec,2023-01-19,활용,10000,구미전자정보기술원,지자체출연연구기관
재료물성시험장비,달리 분류되지 않는 재료물성시험장비,TSCC,TSA-1100HS-W,일본,Espec,2023-01-19,활용,20000,구미전자정보기술원,지자체출연연구기관
온도/열/습도/수분측정장비,온도/습도/수분측정기,SDT,SDT-650,미국,Ta Instruments,2022-01-11,활용,40000,구미전자정보기술원,지자체출연연구기관
분광분석장비,유도결합플라즈마원자방출분광기,ICP-OES,AVIO550,미국,Perkin Elmer,2022-01-11,활용,70000,구미전자정보기술원,지자체출연연구기관
현미경,주사전자현미경,FIB,Helios 5 UX,미국,Thermo Fisher Scientific,2021-09-29,활용,200000,구미전자정보기술원,지자체출연연구기관
방사선발생/측정장비,X-선발생기,XRM,Xradia 620 Versa,독일,Carl Zeiss,2021-09-29,활용,200000,구미전자정보기술원,지자체출연연구기관
장비소프트웨어,연구장비기반소프트웨어,Muscle Simulation System,nmotion,일본,NAC,2021-11-22,활용,32600,대구보건대학교 산학협력단,사립대학(2년제)
카메라/영상처리장비,스캐너,3D Body shape / Body temperature Measurement Sytetm,GO SCAN SAPRK,캐나다,Creaform,2021-12-02,활용,34100,대구보건대학교 산학협력단,사립대학(2년제)
힘/토오크/압력/진공측정장비,중력/압력/진공측정장비,Universal Testing Machine,34TM-10,미국,Instron Corporation,2021-12-02,활용,36200,대구보건대학교 산학협력단,사립대학(2년제)
질량분석장비,미량가스질량분석기,Indoor air analyzer,IQ-610Xtra,미국,Graywolf,2021-12-07,활용,32200,대구보건대학교 산학협력단,사립대학(2년제)
분리정제장비,달리 분류되지 않는 분리정제장비,Ultrasound Extractor,VCX-750,미국,Sonics & Materials,2021-10-18,활용,29300,대구보건대학교 산학협력단,사립대학(2년제)
전문의학용특수장비,의료교육장비,Pediatric Dummy,S3010,미국,Gaumard,2021-12-02,활용,44000,대구보건대학교 산학협력단,사립대학(2년제)
힘/토오크/압력/진공측정장비,중력/압력/진공측정장비,Body Pressure Distribution Measurement System,XSENSOR X3 Pro,캐나다,Xsensor Technology,2021-11-15,활용,32200,대구보건대학교 산학협력단,사립대학(2년제)
임상측정/진단장비,심혈관측정/진단장비,Remote Physiological Monitor,BioHarness3,미국,Zephyr,2021-11-02,활용,58000,대구보건대학교 산학협력단,사립대학(2년제)
카메라/영상처리장비,스캐너,3D Scanner,HandySCAN BLACK Elite,캐나다,Creaform,2021-10-18,활용,32200,대구보건대학교 산학협력단,사립대학(2년제)
분리분석장비,박막크로마토그래피,Thin-Layer Chromatography,ATS 4,스위스,Camag,2021-06-15,활용,43500,대구보건대학교 산학협력단,사립대학(2년제)
임상측정/진단장비,임상추적/인식측정/진단장비,Biological Signal Measurement System,CAPTIV-L7000,프랑스,Tea,2021-06-11,활용,49700,대구보건대학교 산학협력단,사립대학(2년제)
임상의료장비,달리 분류되지 않는 임상의료장비,Mobile based usability evaluation system,IMotions,덴마크,Imotions,2020-12-28,활용,56800,대구보건대학교 산학협력단,사립대학(2년제)
임상측정/진단장비,달리 분류되지 않는 임상측정/진단장비,Eye Tracker,Tobii Pro Glasses 2,스웨덴,Tobii Technology,2020-12-23,활용,31400,대구보건대학교 산학협력단,사립대학(2년제)
물리적측정장비,달리 분류되지 않는 물리적측정장비,Wireless Portable Body Analysis Kit,ergo PAK,미국,HOGGAN Scientific,2020-03-10,활용,24400,대구보건대학교 산학협력단,사립대학(2년제)
시간/주파수/속도/회전수측정장비,주파수계수기,Sound Noise Analyzer,Type 3050,덴마크,Bruel & Kjaer VTS Limited,2022-03-31,활용,37400,대구보건대학교 산학협력단,사립대학(2년제)
카메라/영상처리장비,스캐너,3D whole body scanner,VITUSbodyscan,독일,Vitronic,2022-10-14,활용,45600,대구보건대학교 산학협력단,사립대학(2년제)
임상측정/진단장비,달리 분류되지 않는 임상측정/진단장비,Evaluating Infants Cognitive Functioning,모델명 없음,대한민국,(주)인더텍,2022-08-30,활용,39100,대구보건대학교 산학협력단,사립대학(2년제)
광파발생/측정장비,달리 분류되지 않는 광파발생/측정장비,Establishment of empirical lighting environment,모델명 없음,대한민국,중원,2022-12-31,활용,32700,대구보건대학교 산학협력단,사립대학(2년제)
카메라/영상처리장비,모션캡쳐카메라,Motion analysis system,Miqus-Hybrid,스웨덴,Qualisys,2022-10-21,활용,52800,대구보건대학교 산학협력단,사립대학(2년제)
힘/토오크/압력/진공측정장비,달리 분류되지 않는 힘/토오크/압력/진공측정장비,Ground Reaction Force Plate System,FP4060-07,미국,Bertec Corporation,2022-10-19,활용,39600,대구보건대학교 산학협력단,사립대학(2년제)
시간/주파수/속도/회전수측정장비,속도/회전수측정장비,Driving performance stage,모델명 없음,대한민국,(주)인터오션,2022-10-21,활용,57400,대구보건대학교 산학협력단,사립대학(2년제)
데이터처리장비,달리 분류되지 않는 데이터처리장비,Sleep Analysis System,Miniscreen PRO,독일,lowenstein,2022-08-25,활용,48500,대구보건대학교 산학협력단,사립대학(2년제)
힘/토오크/압력/진공측정장비,중력/압력/진공측정장비,Human body Pressure Measurement System,Pliance,독일,Novel,2022-11-03,활용,55400,대구보건대학교 산학협력단,사립대학(2년제)
카메라/영상처리장비,모션캡쳐카메라,Behavior analysis system,Portable observation lab,네덜란드,Noldus,2022-10-19,활용,37300,대구보건대학교 산학협력단,사립대학(2년제)
성형/가공장비,3D프린터,Biochemical prototype manufacturing facility,j850 prime,미국,stratasys,2022-09-19,활용,175200,대구보건대학교 산학협력단,사립대학(2년제)
분리분석장비,전기영동장치,High Performance Capillary Electrophoresis System,7100CE,미국,Agilent Technologies,2022-04-05,활용,55100,대구보건대학교 산학협력단,사립대학(2년제)
분리분석장비,액체크로마토그래피,High Performance Liquid Chromatograph Post Column Reaction System,Alliance e2695,미국,Waters,2022-04-01,활용,40200,대구보건대학교 산학협력단,사립대학(2년제)
분리분석장비,액체크로마토그래피,HPLC Quardrupole Mass Spectrometer,Alliance e2695,미국,Waters,2022-04-01,활용,45900,대구보건대학교 산학협력단,사립대학(2년제)
질량분석장비,기체크로마토그래피질량분석기,Gas Chromatograph Mass Spectrometry,Clarus 690 SQ 8T,미국,Perkin Elmer,2022-04-01,활용,46100,대구보건대학교 산학협력단,사립대학(2년제)
질량분석장비,플라즈마질량분석기,Inductively Coupled Plasma Mass Spectrometer,NexION2000,미국,Perkin Elmer,2022-09-22,활용,62200,대구보건대학교 산학협력단,사립대학(2년제)
재료물성시험장비,특성평가부대장비,Emission Test Chamber System,MSCS-T9-ISO,대한민국,탑트레이딩 이엔지,2022-10-21,활용,52500,대구보건대학교 산학협력단,사립대학(2년제)
반도체장비,리소그래픽장비,Field Emission Scanning Electron Microscope System,MIRA LMS,체코,TESCAN,2022-11-28,활용,57300,대구보건대학교 산학협력단,사립대학(2년제)
열유체장비,항온/항습기,Temperature Humidity Test Chamber,EBE-2EW6P2T-38,일본,Espec,2022-11-25,활용,74600,대구보건대학교 산학협력단,사립대학(2년제)
임상측정/진단장비,달리 분류되지 않는 임상측정/진단장비,Eye Tracker,Tobii Pro Glasses 2,스웨덴,Tobii Technology,2020-12-23,활용,5000000,대구보건대학교 산학협력단,사립대학(2년제)
