사업년도,과제명,연구책임자명,주관기관명,학문단,총연구기간,보고서구분
2024,가교 결합형 라디칼 센싱 분자 나노층 기반 다전극 유기 디바이스 개발,김화정,경북대학교,생명과학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,Pb-Sn계 할라이드 단결정 박막 기반의 고성능 narrow bandgap 페로브스카이트 태양전지,구나세카란 라젠드라 쿠마,경북대학교,공학단,2022-06-01 ~ 2024-05-31,결과보고서
2024,지상/위성 관측을 이용한 대기 중 수소염화불화탄소(HCFCs) 농도 모니터링 및 동아시아 배출량 산출 연구,최학림,경북대학교,자연과학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,세포핵 환경 전산모사와 단백질의 타깃-시퀀스 찾기 과정에 관한 계산과학적 연구,이오철,포항공과대학교,자연과학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,기계학습 기반 지역단위 건물 지진피해 예측모델 개발,황성훈,국립금오공과대학교,공학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,저온 플라즈마 활성 유기산 융합기술의 살균조건 확립 및 살균 기전 규명,임동균,경북대학교,생명과학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,직접 레이저 조사를 통한 금속 산화물 나노구조물 분말을 이용한  바인더-프리 슈퍼캐패시터 및 전기 변색 소자 연구,정진주,경북대학교,자연과학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,자가면역질환의 발병과정에서 LETMD1 매개 면역 조절의 역할 연구,임수근,경북대학교,생명과학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,RO 농축수의 칼슘 및 마그네슘 제거용 흡착제 개발과 머신러닝 기술을 활용한 무방류(ZLD) 시스템 효율 향상,YAQUB MUHAMMAD,국립금오공과대학교,ICT·융합연구단,2021-06-01 ~ 2024-05-31,결과보고서
2024,건축설계 생산성 향상을 위한 인공지능기반 법규검토시스템에 관한 연구,임유주,영남대학교,공학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,AMPK/Sirt1를 통한 골관절염 완화 및 비만 개선에 효과적인 한의약물 개발 및 기전 연구,신미래,대구한의대학교,의약학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,실내 유해가스 정화를 위한 단원자 금속 조촉매/가시광촉매 복합소재 개발,김동진,경북대학교,공학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,SMPD1/CH25H-CYP7B1-RORα 신호전달 규명을 통한 골관절염 발생기전 및 새로운 치료기반 제시,Che Xiangguo,경북대학교,의약학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,생물정보학적 분석을 통한 생물농약 Trichoderma속 진균 미토콘드리아의 환경 내 적응 진화 양상의 추적 및 농업유용성 증대를 위한 활용 방안 탐색 연구,곽윤영,경북대학교,생명과학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,비타민 D 수용체의 파골세포 발달에 대한 역할 및 작용기전 연구,김현주,경북대학교,생명과학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,복털조개(Barbatia virescens)의 키틴성 족사-조직 접착 계면 모사를 통한 키틴/키토산 베이스 재료의 세포친화력 조절 레이어 개발,최지민,포항공과대학교,생명과학단,2022-06-01 ~ 2024-05-31,결과보고서
2024,피부노화 및 색소침착에 있어서 오토파지의 역할과 식품소재로서의 오토파지 인헨서의 개발,알람엠디바드룰,경북대학교,생명과학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,Dickkopf-related protein 3의 지방 분화 및 대사 조절 기능 규명,박유경,영남대학교,의약학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,극한의 고온에서 구동 가능한 탄소나노튜브 기반 기계식 논리회로 및 인공 시냅스 개발,조은환,국립금오공과대학교,공학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,천연유래 다당류를 이용한 약물전달시스템용 나노캡슐 기술 개발,송영훈,영남대학교,공학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,암 세포 유래 엑소좀의 나노기계적 식별을 위한  머신 러닝 기반 다중 채널 AFM 데이터 분석,박수현,대구경북과학기술원,자연과학단,2022-06-01 ~ 2024-05-31,결과보고서
2024,셀룰로오스 나노크리스탈(CNC)의 분산 유지성 향상을 위한 PCL(Poly-caprolactone) 코팅 기술 개발 및 이를 활용한 시멘트 복합체의 구조물 유지관리 활용기술 개발을 위한 연구,이형주,국립금오공과대학교 건설기술연구소,공학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,ZNF507 형질전화생쥐와 유도만능줄기세포를 이용한 당뇨병 발병 기전에 대한 연구,박시준,경북대학교,생명과학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,후각신경계에서의 TRPV4의 역할과 신호전달 기전을 규명하고 그와 관련된 마우스 후각인지 행동변화 및 신경회로 연구,김소연,대구경북과학기술원,생명과학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,LGR4-RANKL 신호가 파골세포의 분화와 이동을 조절하는 기작 분석 및 DRG2가 LGR4-RANKL 신호에 미치는 영향 분석.,김범창,경북대학교,의약학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,노인이 안전한 스마트 도시를 위한 시·공간 빅데이터 상황인식 기반의 GIS 의사결정지원시스템 개발 및 실증,김현정,한동대학교,공학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,복합 센싱을 위한 유기 기능성 고분자 나노 섬유 개발,지성민,영남대학교,공학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,E2F/DP complex와 c-Myc 조절을 통한 necroptosis와 autophagy 제어 인자 발굴 및 상호기전 연구,정윤정,대구가톨릭대학교,의약학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,4GSR 가속기용 멀티 빔 번치 측정 빔 위치 모니터 시스템 개발,장시원,포항공과대학교,자연과학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,펨토스코픽 보스-아인슈타인 상관 관계 연구,Dogra Sunil Manohar,경북대학교,자연과학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,웨어러블 디바이스와 모바일 앱을 활용한중노년 HIV 감염인의 약물순응 및 신체활동 향상 프로그램 개발,심미소,계명대학교,의약학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,병원성 세균에서의 기질 의존적 다량체 RNase E 활성 조절 연구,신은경,대구가톨릭대학교,생명과학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,ICT 의류생산 시스템 혁신을 위한 3D 테크니컬 핏 리뷰 라이브러리 구현 연구,이아람,경북대학교,ICT·융합연구단,2021-06-01 ~ 2024-05-31,결과보고서
2024,Glucose oxidation 증가 / 미토콘드리아 기능 향상을 통한 급성신손상의 새로운 치료법 연구,이지민,경북대학교,의약학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,부정형 통계적 다양체와 그 응용,이철우,경북대학교,자연과학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,큐빗-앙상블 스핀 결합을 이용한 양자 메모리 연구,정민경,대구경북과학기술원,,2022-04-01 ~ 2024-03-31,결과보고서
2024,Scientific semantic network와 mental semantic network의 대조를 이용한 학생 과학 개념 이해도 자동 진단 시스템 개발,윤은정,경북대학교,ICT·융합연구단,2021-06-01 ~ 2024-05-31,결과보고서
2024,양자알케미 설계 신규 framework 소재 엔지니어링 및 다중분석기술,김재현,대구경북과학기술원,,2018-07-16 ~ 2024-07-15,결과보고서
2024,시력복구용 몸속 미세환경 반응성 나노레고 소재의 개발,김원종,포항공과대학교,,2018-07-16 ~ 2024-07-15,결과보고서
2024,시력복구용 몸속 미세환경 반응성 나노레고 개발 기술,김원종,포항공과대학교,,2018-07-16 ~ 2024-07-15,결과보고서
2024,통섭적 문제해결 방법론의 실체화 및 실효성 검증,김지은,포항공과대학교,ICT·융합연구단,2020-06-01 ~ 2024-05-31,결과보고서
2024,새로운 자가면역 질환모델을 이용한 건선 및 류마티스에서의 Serine protease(CTSA) 단백질 기능 및 메커니즘 분석,류재웅,경북대학교,생명과학단,2020-06-01 ~ 2024-05-31,결과보고서
2024,광영역 공진기 양자전기역학에서의 실험 연구,이문주,포항공과대학교,자연과학단,2020-06-01 ~ 2024-05-31,결과보고서
2024,광집게를 이용한 중성 원자 큐비트들의 공진기 내부 위치 조절,이문주,포항공과대학교,,2022-04-01 ~ 2024-03-31,결과보고서
2024,철 방출선 템플릿과 다변량 척도관계를 통한 활동성 은하 연구,박대성,경북대학교,자연과학단,2022-06-01 ~ 2024-04-28,결과보고서
2024,미토콘드리아의 철-황 클러스터 생합성 메커니즘 규명,김진해,대구경북과학기술원,생명과학단,2020-06-01 ~ 2024-05-31,결과보고서
2024,광물리적 분석을 통한 STED 현미경의 분해능 향상과 배경 잡음 문제 해결 연구,이종찬,대구경북과학기술원,자연과학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,비가역열역학을 이용한 고분자용액 및 현탁액의 가공조건에 따른 미세구조 변화의 규명,조광수,경북대학교,공학단,2019-06-01 ~ 2024-05-31,결과보고서
2024,대사성 만성 간질환에서 젠더 별 신규 치료 표적 발굴 및 나노입자를 응용한 젠더 기반 맞춤형 치료 전략 개발,박진규,경북대학교,생명과학단,2019-06-01 ~ 2024-05-31,결과보고서
2024,흡혈 단계별 작은소피참진드기의 타액 분비 기전 연구,김동흔,경북대학교,생명과학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,Astrocytic AQP4 기반 치매 유사 in vitro system을 이용한 우울 및 수면장애 예방 물질 기전연구,양선아,계명대학교,생명과학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,Shank3 KO 모델의 생화학적 분석을 통한 자폐증의 신약표적 발굴 및 분자기전연구,송민석,영남대학교,생명과학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,TET1을 타겟으로 하는 급성 골수성 백혈병 치료 연구,이상규,경북대학교,생명과학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,alpha-실릴아민 화합물의 위치- 및 화학선택적 전자전달유도 광고리화 첨가반응을 이용한 N-헤테로고리 화합물의 합성법 개발에 관한 연구,조대원,영남대학교,자연과학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,폐암 특이 RNA modification 조절 유전자의 변이 발굴,최선하,경북대학교,의약학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,개인별 맞춤 방사선치료를 위한 방사선폐렴 위험 예측 라디오믹스 바이오마커 개발,박신형,경북대학교,의약학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,소아청소년 사이토카인 폭풍의 조기통제를 위한 통합 진단 시스템 구축 연구,김여향,경북대학교,의약학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,소프트웨어 신뢰성 향상을 위한  딥코드 학습 기반의 조기 오류 탐지 및 자동 수정,김동선,경북대학교,ICT·융합연구단,2021-06-01 ~ 2024-05-31,결과보고서
2024,급성 신손상에서 DICAM의 역할과 작용기전 규명,임정훈,경북대학교,의약학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,웹툰과 인터렉티브 게임을 활용한 가임기 여성의  웹기반 조산 예방 자가관리 교육프로그램 개발 및 평가,김선희,대구가톨릭대학교,의약학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,고효율 이중대역 nBn 장벽형 적외선 검출소자 시분해 광전류 측정법 및 운반자 수명 평가,김종수,영남대학교,자연과학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,클린라벨 트렌드 대응 오크라 팩틴 유래 천연 유화제 개발,이원영,경북대학교,생명과학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,생체시계 조절 단백질의 구조와 기능 연구,김동영,영남대학교,생명과학단,2020-06-01 ~ 2024-05-31,결과보고서
2024,오가노이드 및 차세대염기서열분석법에 기반한 대장암 맞춤형 cyclin-dependent kinase 억제 항암제 발굴 및 기전 규명,박종욱,계명대학교,의약학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,대면적 연마 작업을 위한 병렬 구조 매니퓰레이터의 모델예측제어 기반 위치/힘 제어 알고리즘 개발,김태균,영남대학교,공학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,급성신손상에서 호중구 세포외 덫의 DNA 인식을 통한  새로운 신장 세포 조절 기전 규명,조장희,경북대학교,의약학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,절삭가공 모니터링을 위한 에너지빔 활용 구조복합재 일체형 커패시터 센서 플랫폼 연구,김지수,경북대학교,공학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,펩타이드 기반 신규 면역관문 억제제 개발 연구,주상훈,대구가톨릭대학교,의약학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,뇌동맥류 진행을 방지하는 나노입자 기반 봉독약제의 전달과  치료효과를 평가하기 위한 자기공명영상 연구,윤성원,경북대학교,의약학단,2020-06-01 ~ 2024-05-31,결과보고서
2024,Inosine의 도파민 신경 보호효과와 그 기전,최동영,영남대학교,의약학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,섬유보강 나노 콘크리트 구조 거동 분석 및 이론 모델 개발,이성철,경북대학교,공학단,2020-06-01 ~ 2024-05-31,결과보고서
2024,기상 비누화 및 기상 아세탈화 연속공정에 의한 poly(vinyl butyral) 제조 및 응용,염정현,경북대학교,공학단,2020-06-01 ~ 2024-05-31,결과보고서
2024,채널 내 미세유전입자의 하전-유동 조건 제어를 통한 집진효율 최대화 기법 개발,김진규,경북대학교,ICT·융합연구단,2021-06-01 ~ 2024-05-31,결과보고서
2024,인플라마좀 연구를 통한 폐암 특이 바이오마커 및 치료타겟 유전자 발굴,유승수,경북대학교,의약학단,2020-06-01 ~ 2024-05-31,결과보고서
2024,사면체-기반 골격 구조 고체의 격자 설계와 공유성 제어를 통한  이온 전도체 개발,김영일,영남대학교,자연과학단,2020-06-01 ~ 2024-05-31,결과보고서
2024,비지도 학습과 전이 학습을 통한 페브릭 제품의 비정상 이미지 검출 및 시각화 연구,김정홍,경북대학교,ICT·융합연구단,2021-06-01 ~ 2024-05-31,결과보고서
2024,뇌허혈 손상 시 발생하는 출혈전환 기전 및 억제 방편 연구,이성용,계명대학교,의약학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,"고주파수 전력소자용 고결정성 κ-(Al,Ga)2O3 박막 개발",정병규,경북대학교,공학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,금속 도체평판 슬롯 구조의 공진 투과 현상 연구,김기채,영남대학교,ICT·융합연구단,2021-06-01 ~ 2024-05-31,결과보고서
2024,미래 자율주행 모빌리티의 승차감 고도화를 위한  다자유도 플랫폼기반의 지능형 시트 연구,이찬,영남대학교,공학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,초고선량률 전자선의 선량 측정기술 개발,오영기,계명대학교,의약학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,위암 수술 후 환자를 위한 개별 맞춤형 다중 회복 프로그램 개발 및 효과검증,임경희,계명대학교,의약학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,전도성 천연실크 제조 및 기능성 하이브리드 소재로의 응용,채동욱,경북대학교,공학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,다목적 비디오 부호화를 위한 초경량화 신경망 연구,박상효,경북대학교,ICT·융합연구단,2020-06-01 ~ 2024-05-31,결과보고서
2024,실내외에서 운용자와의 직관적 협업을 위한 지능형 운반로봇 시스템 개발,이동현,국립금오공과대학교,공학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,다공성 바이오글라스 나노입자와 틸라코이드를 이용한 골괴사 병행 치료용 유무기복합체 개발,김영진,대구가톨릭대학교,ICT·융합연구단,2020-06-01 ~ 2024-05-31,결과보고서
2024,엣지 컴퓨팅 기반 차량 네트워크에서의 보안 기술 개발,박영호,경북대학교,ICT·융합연구단,2020-06-01 ~ 2024-05-31,결과보고서
2024,사물인터넷 환경에 사용가능한 블록체인 기반  인증 시스템 개발 및 구현,박요한,계명대학교,ICT·융합연구단,2021-06-01 ~ 2024-05-31,결과보고서
2024,광전기화학적CO2 환원을 위한 인공지능기반 MOF/COF 일체형 MXene 나노몰드 촉매 개발,데바라야팔리 카막샤이아 샤룰루,경북대학교,ICT·융합연구단,2021-06-01 ~ 2024-05-31,결과보고서
2024,인센티브 설계 및 시설 계획을위한 에너지 소비 패턴 이해,말리페디람모한,경북대학교,ICT·융합연구단,2021-06-01 ~ 2024-05-31,결과보고서
2024,의약품 자동 검수 및 검출을 위한 딥러닝 기반 영상시스템 개발,이성학,경북대학교,ICT·융합연구단,2021-06-01 ~ 2024-05-31,결과보고서
2024,Cold Sintering Process를 이용한 유-무기 하이브리드 리튬 이온 전도체 개발,이원호,국립금오공과대학교,공학단,2020-06-01 ~ 2024-05-31,결과보고서
2024,퇴행성 뇌질환에서의 단일 카메라 기반 시공간적 보행변수의 정량적 측정 시스템 개발,강경훈,경북대학교,의약학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,현지 체험형 외국어 학습에 특화된 가상우주 플랫폼의 개발,박종희,경북대학교,ICT·융합연구단,2020-06-01 ~ 2024-05-31,결과보고서
2024,샘플 데이터 접근법을 이용한 사이버 공격에 강인한 사이버 물리 시스템 제어,이상문,경북대학교,ICT·융합연구단,2019-06-01 ~ 2024-05-31,결과보고서
2024,인공지능 기반 건설분쟁 경감 시스템,신영수,경북대학교,공학단,2019-06-01 ~ 2024-05-31,결과보고서
2024,기후변화에 따른 열대저기압의 상륙 위치/강도 변화와 사회경제적 피해양상 변화,박두선,경북대학교,자연과학단,2019-06-01 ~ 2024-05-31,결과보고서
2024,한국 사서에 나타난 천문현상 기록 검증,이기원,대구가톨릭대학교,자연과학단,2019-06-01 ~ 2024-05-31,결과보고서
2024,신재생에너지 이용 온실 구조시스템의 최적 제어 및 에너지 관리를 위한 동적 시뮬레이션 모델 개발,이현우,경북대학교,생명과학단,2019-06-01 ~ 2024-05-31,결과보고서
2024,고용량 및 급속충전용 차세대 알루미늄-이온 배터리 개발,이기백,영남대학교,공학단,2019-06-01 ~ 2024-05-31,결과보고서
2024,지리 정보 기반의 한철 딸기 생산 및 품질 정보화 시스템 개발과 활용,김성겸,경북대학교,생명과학단,2019-06-01 ~ 2024-05-31,결과보고서
2024,ICT기반 건설폐기물 위치추적 및 정보관리 시스템,고태용,경북대학교,공학단,2019-06-01 ~ 2024-05-31,결과보고서
2024,에너지 자립형 하수처리시설 구축을 위한 주공정 부분아질산화/아나목스 시스템 원천기술 개발,정진영,영남대학교,ICT·융합연구단,2019-06-01 ~ 2024-05-31,결과보고서
2024,클라우드 컴퓨팅을 지원하는 3D 그래픽스 국제표준 사양 렌더링 플랫폼,백낙훈,경북대학교,ICT·융합연구단,2019-06-01 ~ 2024-05-31,결과보고서
2024,당뇨쥐 및 당뇨 환자에서 혈당변동성이 신경계에 미치는 영향,김현아,계명대학교,의약학단,2019-06-01 ~ 2024-05-31,결과보고서
2024,비화학량론적 조성설계를 통한 알칼리-나이오베이트 계열 세라믹의 미세구조 제어 및 에너지 하베스터 응용 연구,조경훈,국립금오공과대학교,공학단,2019-06-01 ~ 2024-05-31,결과보고서
2024,시계열모형에서의 로버스트 검정: 변화점 검정 및 적합도 검정을 중심으로,송준모,경북대학교,자연과학단,2019-06-01 ~ 2024-05-31,결과보고서
2024,대수곡선과 Ruled 곡면들의 모임에 관한 연구,최영욱,영남대학교,자연과학단,2019-06-01 ~ 2024-05-31,결과보고서
2024,게놈크기 및 배수성 검증을 통한 국내 고사리류의 잡종 및 미기록종 규명,김형태,경북대학교,생명과학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,단파/중파 적외선 센싱 유연 유기 광트랜지스터 기술 개발,김영규,경북대학교,공학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,City-Hub와 Enter-Hub 개념에 기반을 둔 도심역세권 개발의 한국적 모형개발에 관한 연구,박용서,경북대학교,공학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,"인공지능 워크로드를 위한 고성능, 저전력 이종컴퓨팅 시스템 연구 및 개발",공준호,경북대학교,ICT·융합연구단,2021-06-01 ~ 2024-05-31,결과보고서
2024,파이토케미칼을 이용한 항생제내성 세균의 바이오필름 형성과 병원성 억제 물질 개발,이진형,영남대학교,공학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,유용물질의 증폭을 유도한 생리활성유도제(elicitor) 처리 system 개발과 주름조개풀의 고부가가치 기능성 미용식품 소재 및 나노 큐보좀 제품 개발,조영제,경북대학교,생명과학단,2017-06-01 ~ 2024-05-31,결과보고서
2024,양자점감응태양전지를 이용한 자가 구동 전기변색 수퍼커패시터 성능 향상 연구,안광순,영남대학교,공학단,2018-06-01 ~ 2024-05-31,결과보고서
2024,NGS 데이터를 이용한 운동신경회로의 진화 기전 연구,백명인,대구경북과학기술원,생명과학단,2019-06-01 ~ 2024-05-31,결과보고서
2024,고출력 레이저 시스템의 성능개선을 위한  이득 매질 및 광학 부품의 열 변형에 관한 연구,유태준,한동대학교,자연과학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,AI기반 지능형 건설자재정보시스템 개발,엄신조,경일대학교,공학단,2020-06-01 ~ 2024-05-31,결과보고서
2024,머신 러닝을 이용한 화소기반 지표 방사율 산출 기법 연구,방건준,국립금오공과대학교,공학단,2019-06-01 ~ 2024-05-31,결과보고서
2024,이황화몰리브덴 복합체의 전자구조 및 수소발생작용촉매 응용 연구,정혜경,대구대학교,자연과학단,2020-06-01 ~ 2024-05-31,결과보고서
2024,악성 저산소성 종양에서 Lysosome 불활성화가 가지는 역할 규명과 신규 치료법 개발,HONGJAEWOO,대구가톨릭대학교,의약학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,고내구성 전기접점을 위한 탄성복합구조 코팅개발,김현준,경북대학교,공학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,테모졸로마이드 내성 극복 치료제 개발을 위한 뇌종양 특이적 enhancer와 타겟 바이오 마커 기능 규명 연구,문병산,영남대학교,생명과학단,2021-06-01 ~ 2024-05-31,결과보고서
2024,고분자 전해질의 전하 균형을 이용한 생명의학적 응용,김성철,영남대학교,공학단,2020-06-01 ~ 2024-05-31,결과보고서
2024,거세저항성 전립선암의 신규 조절인자로서 FOXA1 및 HMGN family의 기전 규명 및 치료타깃으로 효용성 탐색,이준녕,경북대학교,의약학단,2022-06-01 ~ 2024-07-25,결과보고서
2024,새로운 자가면역 질환모델을 이용한 건선 및 류마티스에서의 Serine protease(CTSA) 단백질 기능 및 메커니즘 분석,류재웅,경북대학교,생명과학단,2020-06-01 ~ 2024-05-31,결과보고서
2024,통섭적 문제해결 방법론의 실체화 및 실효성 검증,김지은,포항공과대학교,ICT·융합연구단,2020-06-01 ~ 2024-05-31,결과보고서
2024,광영역 공진기 양자전기역학에서의 실험 연구,이문주,포항공과대학교,자연과학단,2020-06-01 ~ 2024-05-31,결과보고서
2024,세포노화와 죽상경화증에서 메트포르민에 의한 텔로미어의 분자 기전 연구,성진영,영남대학교,생명과학단,2022-06-01 ~ 2024-09-30,결과보고서
2024,메타버스 가상서원 구축을 위한 딥러닝 기반 전통기록물 해독,이민호,경북대학교,ICT·융합연구단,2022-06-01 ~ 2024-08-26,결과보고서
2024,(2022M3D1A2083618) 미래 모빌리티용 2D 반도체 소재의 대면적 성장을 위한 고결정질 Mo 형성 기술 개발,권혁준,대구경북과학기술원,,2022-07-01 ~ 2024-12-31,결과보고서
2024,유교 지식인의 척사(斥邪) 지형도 연구 : 조선 후기 척사론을 중심으로,최정연,대구교육대학교,인문학단,2023-06-01 ~ 2024-06-01,결과보고서
2024,메타버스 가상서원 구축을 위한 딥러닝 기반 전통기록물 해독,이민호,경북대학교,ICT·융합연구단,2022-06-01 ~ 2024-08-26,결과보고서
2024,가정 외 보호 아동이었던 사회복지사들의 사회복지실천 경험은 어떠한가?,김하은,경북대학교,사회과학단,2024-06-01 ~ 2024-09-01,결과보고서
2024,(2022M3D1A2083618) 미래 모빌리티용 2D 반도체 소재의 대면적 성장을 위한 고결정질 Mo 형성 기술 개발,권혁준,대구경북과학기술원,,2022-07-01 ~ 2024-12-31,결과보고서
2024,공유에 관한 해석론적·입법론적 개선방안,박의근,경북대학교,사회과학단,2023-06-01 ~ 2024-07-14,결과보고서
2024,연성 특성을 가지는 무기 반도체 열전 소재 개발,손재성,포항공과대학교,,2020-08-31 ~ 2024-12-31,결과보고서
2024,기판 재사용이 가능한 2차원 분리막 기반의 원격에피택시 기술을 통한 고품질 질화물계 멤브레인 제작 원천 기술 연구,박홍식,경북대학교,,2022-04-08 ~ 2024-12-31,결과보고서
2024,저온 합성된 반데르발스 층상 소재 기반의 대면적 단일 3차원 집적 트랜지스터 및 적외선 센서 개발,김철주,포항공과대학교,,2020-08-31 ~ 2024-12-31,결과보고서
2024,"매우 낮은 누설전류(<1 fA) 특성을 갖는 산화물반도체 2T 구조의 고선형성, 고내구성, 멀티레벨 다이나믹 시냅스 단위셀 및 어레이 연구",정윤영,포항공과대학교,,2022-01-25 ~ 2024-12-31,결과보고서
2024,형상기억 고분자 스탬프 기반 초정밀 3차원 이종 집적 공정 개발,김석,포항공과대학교,,2022-03-28 ~ 2024-12-31,결과보고서
2024,페루 아레키파 지역 청년들을 위한 실습 기반 앱 개발 교육 및 팀 기반 창업 멘토링 프로그램,구자문,한동대학교,사회과학단,2024-05-01 ~ 2025-01-31,결과보고서
2024,인공 땀샘 기능을 갖는 경피형 피부 모방 바이오센서 개발 및 평가,임근배,포항공과대학교,,2020-07-01 ~ 2024-12-31,결과보고서
2024,체내 삽입형 나노 바이오 센서의 평가를 위한 멀티스케일 혈관 내재형 피부 복합 조직 모사체 개발,조동우,포항공과대학교,,2020-07-01 ~ 2024-12-31,결과보고서
2024,3D 나노/마이크로 세포 프린팅 기반 멀티스케일 생체모방 인공 혈관 및 복합 근육 조직 소재 및 제작 기술 개발,조동우,포항공과대학교,,2020-07-01 ~ 2024-12-31,결과보고서
2024,교환 가능한 시행상에서 품질관리 및 신뢰성을 위한 통합된 프레임워크 개발,오정택,경북대학교,사회과학단,2024-06-01 ~ 2025-05-31,결과보고서
2024,EUV용 흡수/투과 소재의 광학적 라이브러리 구축,이상설,포항공과대학교,,2020-05-15 ~ 2024-12-31,결과보고서
2024,신약개발지원센터 백신 및 면역증강제 개발 지원사업,유지훈,대구경북첨단의료산업진흥재단,,2022-04-01 ~ 2024-12-31,결과보고서
2024,인공지능의 예측치안에의 적용상 한계와 권리구제- 국가배상을 중심으로 -,박웅광,영남대학교,사회과학단,2024-06-01 ~ 2025-05-31,결과보고서
2024,페루 아레키파 지역 청년들을 위한 실습 기반 앱 개발 교육 및 팀 기반 창업 멘토링 프로그램,구자문,한동대학교,사회과학단,2024-05-01 ~ 2025-01-31,결과보고서
2024,재정지원 노인일자리 참여에 대한 사회법적 검토 -공익형 노인일자리를 중심으로-,손미정,계명대학교,사회과학단,2024-06-01 ~ 2025-05-31,결과보고서
2024,“李-트로이카”: 한국 근대미술사 서술 방법론에 관한 연구,김기수,계명대학교(대명),문화융복합단,2024-06-01 ~ 2025-05-31,결과보고서
2024,유필(儒筆)의 전통을 이은 국문학자 심재완의 서예,이인숙,경북대학교,문화융복합단,2024-06-01 ~ 2025-05-31,결과보고서
2024,석주 권필의 연작시 고찰-두보 연작시와의 시상 전개 방식 수용을 중심으로-,한해혈,영남대학교,인문학단,2024-06-01 ~ 2025-05-31,결과보고서
2024,   교육의 격차와 차별에서 드러나는 사회적 지원의 한계와 개선방향        -브래디 미카코(ブレイディ みかこ)의 논픽션을 중심으로-  ,이은희,계명대학교,인문학단,2024-06-01 ~ 2025-05-31,결과보고서
2024,일본어 외래어에 대한 학습자의 의식과 사용실태 분석-모어화자와의 비교를 통해-,박노순,계명대학교,인문학단,2024-06-01 ~ 2025-05-31,결과보고서
2024,경북방언에서의 종결어미와 억양의 상호작용,김기유,계명대학교,인문학단,2024-06-01 ~ 2025-05-31,결과보고서
2024,구로시마 덴지(島傳治) 문학과 조선(朝鮮),황봉모,경북대학교,인문학단,2024-06-01 ~ 2025-05-31,결과보고서
